>HMT-748_16S000001 HMT-748 Campylobacter rectus
>HMT-880_16S000463 HMT-880 Enterococcus durans
>HMT-182_16S000464 HMT-182 Anoxybacillus flavithermus
>HMT-182_16S000465 HMT-182 Anoxybacillus flavithermus
>HMT-144_16S000466 HMT-144 Actinomyces oris
>HMT-182_16S000467 HMT-182 Anoxybacillus flavithermus
>HMT-176_16S000468 HMT-176 Actinomyces naeslundii
>HMT-182_16S000469 HMT-182 Anoxybacillus flavithermus
>HMT-801_16S000470 HMT-801 Enterococcus casseliflavus
>HMT-801_16S000471 HMT-801 Enterococcus casseliflavus
>HMT-801_16S000472 HMT-801 Enterococcus casseliflavus
>HMT-801_16S000473 HMT-801 Enterococcus casseliflavus
>HMT-880_16S000474 HMT-880 Enterococcus durans
>HMT-170_16S000475 HMT-170 Actinomyces sp. HMT-170
>HMT-802_16S000476 HMT-802 Enterococcus saccharolyticus
>HMT-756_16S000477 HMT-756 Ligilactobacillus salivarius
>HMT-880_16S000478 HMT-880 Enterococcus durans
>HMT-880_16S000479 HMT-880 Enterococcus durans
>HMT-801_16S000480 HMT-801 Enterococcus casseliflavus
>HMT-176_16S000481 HMT-176 Actinomyces naeslundii
>HMT-801_16S000482 HMT-801 Enterococcus casseliflavus
>HMT-801_16S000483 HMT-801 Enterococcus casseliflavus
>HMT-801_16S000484 HMT-801 Enterococcus casseliflavus
>HMT-880_16S000485 HMT-880 Enterococcus durans
>HMT-852_16S000486 HMT-852 Actinomyces massiliensis
>HMT-801_16S000487 HMT-801 Enterococcus casseliflavus
>HMT-644_16S000488 HMT-644 Streptococcus intermedius
>HMT-852_16S000489 HMT-852 Actinomyces massiliensis
>HMT-757_16S000490 HMT-757 Gemella sanguinis
>HMT-757_16S000491 HMT-757 Gemella sanguinis
>HMT-802_16S000492 HMT-802 Enterococcus saccharolyticus
>HMT-543_16S000493 HMT-543 Streptococcus anginosus
>HMT-802_16S000494 HMT-802 Enterococcus saccharolyticus
>HMT-801_16S000495 HMT-801 Enterococcus casseliflavus
>HMT-756_16S000496 HMT-756 Ligilactobacillus salivarius
>HMT-802_16S000497 HMT-802 Enterococcus saccharolyticus
>HMT-118_16S000498 HMT-118 Dialister invisus
>HMT-182_16S000499 HMT-182 Anoxybacillus flavithermus
>HMT-801_16S000500 HMT-801 Enterococcus casseliflavus
>HMT-122_16S000501 HMT-122 Megasphaera micronuciformis
>HMT-182_16S000502 HMT-182 Anoxybacillus flavithermus
>HMT-144_16S000503 HMT-144 Actinomyces oris
>HMT-757_16S000504 HMT-757 Gemella sanguinis
>HMT-182_16S000505 HMT-182 Anoxybacillus flavithermus
>HMT-666_16S000506 HMT-666 Corynebacterium matruchotii
>HMT-046_16S000507 HMT-046 Gemella morbillorum
>HMT-686_16S000508 HMT-686 Streptococcus mutans
>HMT-594_16S000509 HMT-594 Streptococcus downei
>HMT-079_16S000510 HMT-079 Actinomyces oris
>HMT-644_16S000511 HMT-644 Streptococcus intermedius
>HMT-921_16S000512 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000513 HMT-182 Anoxybacillus flavithermus
>HMT-921_16S000514 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000515 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000516 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000517 HMT-182 Anoxybacillus flavithermus
>HMT-171_16S000518 HMT-171 Actinomyces oris
>HMT-182_16S000519 HMT-182 Anoxybacillus flavithermus
>HMT-041_16S000520 HMT-041 Desulfobulbus oralis
>HMT-921_16S000521 HMT-921 Paenibacillus glucanolyticus
>HMT-171_16S000522 HMT-171 Actinomyces oris
>HMT-921_16S000523 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000524 HMT-182 Anoxybacillus flavithermus
>HMT-686_16S000525 HMT-686 Streptococcus mutans
>HMT-182_16S000526 HMT-182 Anoxybacillus flavithermus
>HMT-414_16S000527 HMT-414 Actinomyces sp. HMT-414
>HMT-921_16S000528 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000529 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000530 HMT-921 Paenibacillus glucanolyticus
>HMT-801_16S000531 HMT-801 Enterococcus casseliflavus
>HMT-182_16S000532 HMT-182 Anoxybacillus flavithermus
>HMT-921_16S000533 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000534 HMT-921 Paenibacillus glucanolyticus
>HMT-046_16S000535 HMT-046 Gemella morbillorum
>HMT-046_16S000536 HMT-046 Gemella morbillorum
>HMT-921_16S000537 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000538 HMT-182 Anoxybacillus flavithermus
>HMT-921_16S000539 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000540 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000541 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000542 HMT-921 Paenibacillus glucanolyticus
>HMT-594_16S000543 HMT-594 Streptococcus downei
>HMT-921_16S000544 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000545 HMT-182 Anoxybacillus flavithermus
>HMT-182_16S000546 HMT-182 Anoxybacillus flavithermus
>HMT-921_16S000547 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000548 HMT-182 Anoxybacillus flavithermus
>HMT-543_16S000549 HMT-543 Streptococcus anginosus
>HMT-182_16S000550 HMT-182 Anoxybacillus flavithermus
>HMT-626_16S000551 HMT-626 Gemella haemolysans
>HMT-921_16S000552 HMT-921 Paenibacillus glucanolyticus
>HMT-622_16S000553 HMT-622 Streptococcus gordonii
>HMT-801_16S000554 HMT-801 Enterococcus casseliflavus
>HMT-756_16S000555 HMT-756 Ligilactobacillus salivarius
>HMT-921_16S000556 HMT-921 Paenibacillus glucanolyticus
>HMT-594_16S000557 HMT-594 Streptococcus downei
>HMT-182_16S000558 HMT-182 Anoxybacillus flavithermus
>HMT-182_16S000559 HMT-182 Anoxybacillus flavithermus
>HMT-686_16S000560 HMT-686 Streptococcus mutans
>HMT-921_16S000561 HMT-921 Paenibacillus glucanolyticus
>HMT-921_16S000562 HMT-921 Paenibacillus glucanolyticus
>HMT-543_16S000563 HMT-543 Streptococcus anginosus
>HMT-921_16S000564 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000565 HMT-182 Anoxybacillus flavithermus
>HMT-171_16S000566 HMT-171 Actinomyces oris
>HMT-182_16S000567 HMT-182 Anoxybacillus flavithermus
>HMT-046_16S000568 HMT-046 Gemella morbillorum
>HMT-414_16S000569 HMT-414 Actinomyces sp. HMT-414
>HMT-182_16S000570 HMT-182 Anoxybacillus flavithermus
>HMT-921_16S000571 HMT-921 Paenibacillus glucanolyticus
>HMT-182_16S000572 HMT-182 Anoxybacillus flavithermus
>HMT-622_16S000573 HMT-622 Streptococcus gordonii
>HMT-576_16S000574 HMT-576 Streptococcus constellatus
>HMT-686_16S000575 HMT-686 Streptococcus mutans
>HMT-626_16S000576 HMT-626 Gemella haemolysans
>HMT-576_16S000577 HMT-576 Streptococcus constellatus
>HMT-151_16S000578 HMT-151 Selenomonas sputigena
>HMT-686_16S000579 HMT-686 Streptococcus mutans
>HMT-543_16S000580 HMT-543 Streptococcus anginosus
>HMT-622_16S000581 HMT-622 Streptococcus gordonii
>HMT-686_16S000582 HMT-686 Streptococcus mutans
>HMT-767_16S000583 HMT-767 Streptococcus sinensis
>HMT-622_16S000584 HMT-622 Streptococcus gordonii
>HMT-576_16S000585 HMT-576 Streptococcus constellatus
>HMT-622_16S000586 HMT-622 Streptococcus gordonii
>HMT-543_16S000587 HMT-543 Streptococcus anginosus
>HMT-626_16S000588 HMT-626 Gemella haemolysans
>HMT-686_16S000589 HMT-686 Streptococcus mutans
>HMT-448_16S000590 HMT-448 Actinomyces sp. HMT-448
>HMT-434_16S000591 HMT-434 Gemella haemolysans
>HMT-767_16S000592 HMT-767 Streptococcus sinensis
>HMT-686_16S000593 HMT-686 Streptococcus mutans
>HMT-576_16S000594 HMT-576 Streptococcus constellatus
>HMT-622_16S000595 HMT-622 Streptococcus gordonii
>HMT-151_16S000596 HMT-151 Selenomonas sputigena
>HMT-594_16S000597 HMT-594 Streptococcus downei
>HMT-622_16S000598 HMT-622 Streptococcus gordonii
>HMT-622_16S000599 HMT-622 Streptococcus gordonii
>HMT-768_16S000600 HMT-768 Streptococcus sobrinus
>HMT-543_16S000601 HMT-543 Streptococcus anginosus
>HMT-767_16S000602 HMT-767 Streptococcus sinensis
>HMT-594_16S000603 HMT-594 Streptococcus downei
>HMT-768_16S000604 HMT-768 Streptococcus sobrinus
>HMT-182_16S000605 HMT-182 Anoxybacillus flavithermus
>HMT-142_16S000606 HMT-142 Staphylococcus pettenkoferi
>HMT-434_16S000607 HMT-434 Gemella haemolysans
>HMT-151_16S000608 HMT-151 Selenomonas sputigena
>HMT-046_16S000609 HMT-046 Gemella morbillorum
>HMT-543_16S000610 HMT-543 Streptococcus anginosus
>HMT-686_16S000611 HMT-686 Streptococcus mutans
>HMT-626_16S000612 HMT-626 Gemella haemolysans
>HMT-576_16S000613 HMT-576 Streptococcus constellatus
>HMT-622_16S000614 HMT-622 Streptococcus gordonii
>HMT-644_16S000615 HMT-644 Streptococcus intermedius
>HMT-622_16S000616 HMT-622 Streptococcus gordonii
>HMT-622_16S000617 HMT-622 Streptococcus gordonii
>HMT-686_16S000618 HMT-686 Streptococcus mutans
>HMT-686_16S000619 HMT-686 Streptococcus mutans
>HMT-622_16S000620 HMT-622 Streptococcus gordonii
>HMT-576_16S000621 HMT-576 Streptococcus constellatus
>HMT-434_16S000622 HMT-434 Gemella haemolysans
>HMT-142_16S000623 HMT-142 Staphylococcus pettenkoferi
>HMT-622_16S000624 HMT-622 Streptococcus gordonii
>HMT-686_16S000625 HMT-686 Streptococcus mutans
>HMT-686_16S000626 HMT-686 Streptococcus mutans
>HMT-041_16S000627 HMT-041 Desulfobulbus oralis
>HMT-182_16S000628 HMT-182 Anoxybacillus flavithermus
>HMT-622_16S000629 HMT-622 Streptococcus gordonii
>HMT-666_16S000630 HMT-666 Corynebacterium matruchotii
>HMT-576_16S000631 HMT-576 Streptococcus constellatus
>HMT-686_16S000632 HMT-686 Streptococcus mutans
>HMT-803_16S000633 HMT-803 Enterococcus italicus
>HMT-686_16S000634 HMT-686 Streptococcus mutans
>HMT-543_16S000635 HMT-543 Streptococcus anginosus
>HMT-644_16S000636 HMT-644 Streptococcus intermedius
>HMT-182_16S000637 HMT-182 Anoxybacillus flavithermus
>HMT-686_16S000638 HMT-686 Streptococcus mutans
>HMT-622_16S000639 HMT-622 Streptococcus gordonii
>HMT-576_16S000640 HMT-576 Streptococcus constellatus
>HMT-622_16S000641 HMT-622 Streptococcus gordonii
>HMT-686_16S000642 HMT-686 Streptococcus mutans
>HMT-151_16S000643 HMT-151 Selenomonas sputigena
>HMT-622_16S000644 HMT-622 Streptococcus gordonii
>HMT-644_16S000645 HMT-644 Streptococcus intermedius
>HMT-151_16S000646 HMT-151 Selenomonas sputigena
>HMT-576_16S000647 HMT-576 Streptococcus constellatus
>HMT-543_16S000648 HMT-543 Streptococcus anginosus
>HMT-543_16S000649 HMT-543 Streptococcus anginosus
>HMT-622_16S000650 HMT-622 Streptococcus gordonii
>HMT-543_16S000651 HMT-543 Streptococcus anginosus
>HMT-142_16S000652 HMT-142 Staphylococcus pettenkoferi
>HMT-543_16S000653 HMT-543 Streptococcus anginosus
>HMT-644_16S000654 HMT-644 Streptococcus intermedius
>HMT-686_16S000655 HMT-686 Streptococcus mutans
>HMT-622_16S000656 HMT-622 Streptococcus gordonii
>HMT-622_16S000657 HMT-622 Streptococcus gordonii
>HMT-622_16S000658 HMT-622 Streptococcus gordonii
>HMT-182_16S000659 HMT-182 Anoxybacillus flavithermus
>HMT-768_16S000660 HMT-768 Streptococcus sobrinus
>HMT-686_16S000661 HMT-686 Streptococcus mutans
>HMT-543_16S000662 HMT-543 Streptococcus anginosus
>HMT-182_16S000663 HMT-182 Anoxybacillus flavithermus
>HMT-182_16S000664 HMT-182 Anoxybacillus flavithermus
>HMT-622_16S000665 HMT-622 Streptococcus gordonii
>HMT-576_16S000666 HMT-576 Streptococcus constellatus
>HMT-543_16S000667 HMT-543 Streptococcus anginosus
>HMT-622_16S000668 HMT-622 Streptococcus gordonii
>HMT-576_16S000669 HMT-576 Streptococcus constellatus
>HMT-622_16S000670 HMT-622 Streptococcus gordonii
>HMT-686_16S000671 HMT-686 Streptococcus mutans
>HMT-622_16S000672 HMT-622 Streptococcus gordonii
>HMT-622_16S000673 HMT-622 Streptococcus gordonii
>HMT-767_16S000674 HMT-767 Streptococcus sinensis
>HMT-644_16S000675 HMT-644 Streptococcus intermedius
>HMT-686_16S000676 HMT-686 Streptococcus mutans
>HMT-686_16S000677 HMT-686 Streptococcus mutans
>HMT-182_16S000678 HMT-182 Anoxybacillus flavithermus
>HMT-576_16S000679 HMT-576 Streptococcus constellatus
>HMT-622_16S000680 HMT-622 Streptococcus gordonii
>HMT-686_16S000681 HMT-686 Streptococcus mutans
>HMT-151_16S000682 HMT-151 Selenomonas sputigena
>HMT-622_16S000683 HMT-622 Streptococcus gordonii
>HMT-434_16S000684 HMT-434 Gemella haemolysans
>HMT-644_16S000685 HMT-644 Streptococcus intermedius
>HMT-622_16S000686 HMT-622 Streptococcus gordonii
>HMT-686_16S000687 HMT-686 Streptococcus mutans
>HMT-622_16S000688 HMT-622 Streptococcus gordonii
>HMT-893_16S000689 HMT-893 Actinomyces oris
>HMT-151_16S000690 HMT-151 Selenomonas sputigena
>HMT-768_16S000691 HMT-768 Streptococcus sobrinus
>HMT-928_16S000692 HMT-928 Gemella massiliensis
>HMT-686_16S000693 HMT-686 Streptococcus mutans
>HMT-543_16S000694 HMT-543 Streptococcus anginosus
>HMT-576_16S000695 HMT-576 Streptococcus constellatus
>HMT-543_16S000696 HMT-543 Streptococcus anginosus
>HMT-576_16S000697 HMT-576 Streptococcus constellatus
>HMT-543_16S000698 HMT-543 Streptococcus anginosus
>HMT-686_16S000699 HMT-686 Streptococcus mutans
>HMT-768_16S000700 HMT-768 Streptococcus sobrinus
>HMT-686_16S000701 HMT-686 Streptococcus mutans
>HMT-767_16S000702 HMT-767 Streptococcus sinensis
>HMT-543_16S000703 HMT-543 Streptococcus anginosus
>HMT-686_16S000704 HMT-686 Streptococcus mutans
>HMT-686_16S000705 HMT-686 Streptococcus mutans
>HMT-768_16S000706 HMT-768 Streptococcus sobrinus
>HMT-622_16S000707 HMT-622 Streptococcus gordonii
>HMT-686_16S000708 HMT-686 Streptococcus mutans
>HMT-644_16S000709 HMT-644 Streptococcus intermedius
>HMT-626_16S000710 HMT-626 Gemella haemolysans
>HMT-686_16S000711 HMT-686 Streptococcus mutans
>HMT-686_16S000712 HMT-686 Streptococcus mutans
>HMT-389_16S000713 HMT-389 Abiotrophia defectiva
>HMT-644_16S000714 HMT-644 Streptococcus intermedius
>HMT-666_16S000715 HMT-666 Corynebacterium matruchotii
>HMT-543_16S000716 HMT-543 Streptococcus anginosus
>HMT-543_16S000717 HMT-543 Streptococcus anginosus
>HMT-427_16S000718 HMT-427 Abiotrophia sp. HMT-427
>HMT-543_16S000719 HMT-543 Streptococcus anginosus
>HMT-543_16S000720 HMT-543 Streptococcus anginosus
>HMT-768_16S000721 HMT-768 Streptococcus sobrinus
>HMT-142_16S000722 HMT-142 Staphylococcus pettenkoferi
>HMT-686_16S000723 HMT-686 Streptococcus mutans
>HMT-043_16S000724 HMT-043 Actinomyces oris
>HMT-893_16S000725 HMT-893 Actinomyces oris
>HMT-543_16S000726 HMT-543 Streptococcus anginosus
>HMT-686_16S000727 HMT-686 Streptococcus mutans
>HMT-142_16S000728 HMT-142 Staphylococcus pettenkoferi
>HMT-666_16S000729 HMT-666 Corynebacterium matruchotii
>HMT-142_16S000730 HMT-142 Staphylococcus pettenkoferi
>HMT-622_16S000731 HMT-622 Streptococcus gordonii
>HMT-543_16S000732 HMT-543 Streptococcus anginosus
>HMT-768_16S000733 HMT-768 Streptococcus sobrinus
>HMT-543_16S000734 HMT-543 Streptococcus anginosus
>HMT-389_16S000735 HMT-389 Abiotrophia defectiva
>HMT-686_16S000736 HMT-686 Streptococcus mutans
>HMT-142_16S000737 HMT-142 Staphylococcus pettenkoferi
>HMT-543_16S000738 HMT-543 Streptococcus anginosus
>HMT-614_16S000739 HMT-614 Lysinibacillus fusiformis
>HMT-768_16S000740 HMT-768 Streptococcus sobrinus
>HMT-389_16S000741 HMT-389 Abiotrophia defectiva
>HMT-389_16S000742 HMT-389 Abiotrophia defectiva
>HMT-543_16S000743 HMT-543 Streptococcus anginosus
>HMT-543_16S000744 HMT-543 Streptococcus anginosus
>HMT-543_16S000745 HMT-543 Streptococcus anginosus
>HMT-601_16S000746 HMT-601 Staphylococcus epidermidis
>HMT-142_16S000747 HMT-142 Staphylococcus pettenkoferi
>HMT-543_16S000748 HMT-543 Streptococcus anginosus
>HMT-142_16S000749 HMT-142 Staphylococcus pettenkoferi
>HMT-686_16S000750 HMT-686 Streptococcus mutans
>HMT-142_16S000751 HMT-142 Staphylococcus pettenkoferi
>HMT-686_16S000752 HMT-686 Streptococcus mutans
>HMT-686_16S000753 HMT-686 Streptococcus mutans
>HMT-543_16S000754 HMT-543 Streptococcus anginosus
>HMT-543_16S000755 HMT-543 Streptococcus anginosus
>HMT-644_16S000756 HMT-644 Streptococcus intermedius
>HMT-576_16S000757 HMT-576 Streptococcus constellatus
>HMT-818_16S000758 HMT-818 Limosilactobacillus reuteri
>HMT-708_16S000759 HMT-708 Actinomyces oricola
>HMT-824_16S000760 HMT-824 Bacillus anthracis
>HMT-601_16S000761 HMT-601 Staphylococcus epidermidis
>HMT-824_16S000762 HMT-824 Bacillus anthracis
>HMT-142_16S000763 HMT-142 Staphylococcus pettenkoferi
>HMT-576_16S000764 HMT-576 Streptococcus constellatus
>HMT-824_16S000765 HMT-824 Bacillus anthracis
>HMT-893_16S000766 HMT-893 Actinomyces oris
>HMT-118_16S000767 HMT-118 Dialister invisus
>HMT-893_16S000768 HMT-893 Actinomyces oris
>HMT-043_16S000769 HMT-043 Actinomyces oris
>HMT-786_16S000770 HMT-786 Paenibacillus phoenicis
>HMT-043_16S000771 HMT-043 Actinomyces oris
>HMT-233_16S000772 HMT-233 Staphylococcus schleiferi
>HMT-824_16S000773 HMT-824 Bacillus anthracis
>HMT-550_16S000774 HMT-550 Staphylococcus aureus
>HMT-233_16S000775 HMT-233 Staphylococcus schleiferi
>HMT-824_16S000776 HMT-824 Bacillus anthracis
>HMT-233_16S000777 HMT-233 Staphylococcus schleiferi
>HMT-076_16S000778 HMT-076 Staphylococcus warneri
>HMT-141_16S000779 HMT-141 Staphylococcus pasteuri
>HMT-233_16S000780 HMT-233 Staphylococcus schleiferi
>HMT-824_16S000781 HMT-824 Bacillus anthracis
>HMT-824_16S000782 HMT-824 Bacillus anthracis
>HMT-141_16S000783 HMT-141 Staphylococcus pasteuri
>HMT-076_16S000784 HMT-076 Staphylococcus warneri
>HMT-614_16S000785 HMT-614 Lysinibacillus fusiformis
>HMT-824_16S000786 HMT-824 Bacillus anthracis
>HMT-141_16S000787 HMT-141 Staphylococcus pasteuri
>HMT-824_16S000788 HMT-824 Bacillus anthracis
>HMT-614_16S000789 HMT-614 Lysinibacillus fusiformis
>HMT-601_16S000790 HMT-601 Staphylococcus epidermidis
>HMT-076_16S000791 HMT-076 Staphylococcus warneri
>HMT-614_16S000792 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000793 HMT-076 Staphylococcus warneri
>HMT-076_16S000794 HMT-076 Staphylococcus warneri
>HMT-117_16S000795 HMT-117 Staphylococcus cohnii
>HMT-601_16S000796 HMT-601 Staphylococcus epidermidis
>HMT-076_16S000797 HMT-076 Staphylococcus warneri
>HMT-076_16S000798 HMT-076 Staphylococcus warneri
>HMT-141_16S000799 HMT-141 Staphylococcus pasteuri
>HMT-824_16S000800 HMT-824 Bacillus anthracis
>HMT-614_16S000801 HMT-614 Lysinibacillus fusiformis
>HMT-601_16S000802 HMT-601 Staphylococcus epidermidis
>HMT-614_16S000803 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000804 HMT-076 Staphylococcus warneri
>HMT-117_16S000805 HMT-117 Staphylococcus cohnii
>HMT-733_16S000806 HMT-733 Chlamydia pneumoniae
>HMT-824_16S000807 HMT-824 Bacillus anthracis
>HMT-076_16S000808 HMT-076 Staphylococcus warneri
>HMT-824_16S000809 HMT-824 Bacillus anthracis
>HMT-141_16S000810 HMT-141 Staphylococcus pasteuri
>HMT-824_16S000811 HMT-824 Bacillus anthracis
>HMT-076_16S000812 HMT-076 Staphylococcus warneri
>HMT-614_16S000813 HMT-614 Lysinibacillus fusiformis
>HMT-141_16S000814 HMT-141 Staphylococcus pasteuri
>HMT-614_16S000815 HMT-614 Lysinibacillus fusiformis
>HMT-550_16S000816 HMT-550 Staphylococcus aureus
>HMT-141_16S000817 HMT-141 Staphylococcus pasteuri
>HMT-614_16S000818 HMT-614 Lysinibacillus fusiformis
>HMT-601_16S000819 HMT-601 Staphylococcus epidermidis
>HMT-824_16S000820 HMT-824 Bacillus anthracis
>HMT-117_16S000821 HMT-117 Staphylococcus cohnii
>HMT-233_16S000822 HMT-233 Staphylococcus schleiferi
>HMT-614_16S000823 HMT-614 Lysinibacillus fusiformis
>HMT-601_16S000824 HMT-601 Staphylococcus epidermidis
>HMT-601_16S000825 HMT-601 Staphylococcus epidermidis
>HMT-601_16S000826 HMT-601 Staphylococcus epidermidis
>HMT-076_16S000827 HMT-076 Staphylococcus warneri
>HMT-076_16S000828 HMT-076 Staphylococcus warneri
>HMT-614_16S000829 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000830 HMT-076 Staphylococcus warneri
>HMT-824_16S000831 HMT-824 Bacillus anthracis
>HMT-141_16S000832 HMT-141 Staphylococcus pasteuri
>HMT-117_16S000833 HMT-117 Staphylococcus cohnii
>HMT-117_16S000834 HMT-117 Staphylococcus cohnii
>HMT-076_16S000835 HMT-076 Staphylococcus warneri
>HMT-614_16S000836 HMT-614 Lysinibacillus fusiformis
>HMT-117_16S000837 HMT-117 Staphylococcus cohnii
>HMT-614_16S000838 HMT-614 Lysinibacillus fusiformis
>HMT-824_16S000839 HMT-824 Bacillus anthracis
>HMT-614_16S000840 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000841 HMT-076 Staphylococcus warneri
>HMT-550_16S000842 HMT-550 Staphylococcus aureus
>HMT-614_16S000843 HMT-614 Lysinibacillus fusiformis
>HMT-608_16S000844 HMT-608 Limosilactobacillus fermentum
>HMT-141_16S000845 HMT-141 Staphylococcus pasteuri
>HMT-076_16S000846 HMT-076 Staphylococcus warneri
>HMT-614_16S000847 HMT-614 Lysinibacillus fusiformis
>HMT-824_16S000848 HMT-824 Bacillus anthracis
>HMT-824_16S000849 HMT-824 Bacillus anthracis
>HMT-076_16S000850 HMT-076 Staphylococcus warneri
>HMT-614_16S000851 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000852 HMT-076 Staphylococcus warneri
>HMT-076_16S000853 HMT-076 Staphylococcus warneri
>HMT-076_16S000854 HMT-076 Staphylococcus warneri
>HMT-824_16S000855 HMT-824 Bacillus anthracis
>HMT-117_16S000856 HMT-117 Staphylococcus cohnii
>HMT-733_16S000857 HMT-733 Chlamydia pneumoniae
>HMT-733_16S000858 HMT-733 Chlamydia pneumoniae
>HMT-141_16S000859 HMT-141 Staphylococcus pasteuri
>HMT-043_16S000860 HMT-043 Actinomyces oris
>HMT-076_16S000861 HMT-076 Staphylococcus warneri
>HMT-614_16S000862 HMT-614 Lysinibacillus fusiformis
>HMT-614_16S000863 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000864 HMT-076 Staphylococcus warneri
>HMT-076_16S000865 HMT-076 Staphylococcus warneri
>HMT-614_16S000866 HMT-614 Lysinibacillus fusiformis
>HMT-141_16S000867 HMT-141 Staphylococcus pasteuri
>HMT-614_16S000868 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000869 HMT-076 Staphylococcus warneri
>HMT-614_16S000870 HMT-614 Lysinibacillus fusiformis
>HMT-601_16S000871 HMT-601 Staphylococcus epidermidis
>HMT-824_16S000872 HMT-824 Bacillus anthracis
>HMT-824_16S000873 HMT-824 Bacillus anthracis
>HMT-117_16S000874 HMT-117 Staphylococcus cohnii
>HMT-824_16S000875 HMT-824 Bacillus anthracis
>HMT-614_16S000876 HMT-614 Lysinibacillus fusiformis
>HMT-076_16S000877 HMT-076 Staphylococcus warneri
>HMT-550_16S000878 HMT-550 Staphylococcus aureus
>HMT-076_16S000879 HMT-076 Staphylococcus warneri
>HMT-076_16S000880 HMT-076 Staphylococcus warneri
>HMT-601_16S000881 HMT-601 Staphylococcus epidermidis
